Loan_ID,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Credit_Score,Type,Currency,Lender_Name,Lender_Min_Credit_Score,Restricted_Type,Favorite_Type,Lender_Currency
LP002006,Female,No,0,Graduate,No,56,360,1,Rural,Y,870,Real Estate,Peso,Schimmel-Gutmann,606,Industrial Specialties,Real Estate,Peso
LP002008,Male,Yes,2,Graduate,Yes,144,84,,Rural,Y,500,Computer Software: Prepackaged Software,Peso,Wolff and Sons,612,Textiles,Computer Software: Prepackaged Software,Peso
LP002024,,Yes,0,Graduate,No,159,360,1,Rural,N,550,Metal Fabrications,Zloty,Swift-Berge,893,Broadcasting,Metal Fabrications,Zloty
LP002031,Male,Yes,1,Not Graduate,No,111,180,1,Urban,Y,600,Real Estate,Rupiah,"Trantow, Orn and Yost",862,Computer peripheral equipment,Real Estate,Rupiah
LP002035,Male,Yes,2,Graduate,No,120,360,1,Semiurban,Y,650,Major Pharmaceuticals,Rupiah,"Kling, McDermott and Langosh",898,Investment Managers,Major Pharmaceuticals,Rupiah
LP002036,Male,Yes,0,Graduate,No,88,360,,Urban,Y,700,Steel/Iron Ore,Rial,Haag Inc,396,Homebuilding,Steel/Iron Ore,Rial
LP002043,Female,No,1,Graduate,No,112,360,,Semiurban,Y,750,Property-Casualty Insurers,Yuan Renminbi,Farrell LLC,850,Metal Fabrications,Property-Casualty Insurers,Yuan Renminbi
LP002050,Male,Yes,1,Graduate,Yes,155,360,1,Rural,N,800,Biotechnology: Biological Products (No Diagnostic Substances),Ruble,O'Kon LLC,602,n/a,Biotechnology: Biological Products (No Diagnostic Substances),Ruble
LP002051,Male,Yes,0,Graduate,No,115,360,1,Semiurban,Y,850,n/a,Peso,Casper-Lindgren,301,Apparel,n/a,Peso
LP002053,Male,Yes,3+,Graduate,No,124,360,1,Semiurban,Y,780,n/a,Lira,O'Connell-Padberg,745,Forest Products,n/a,Lira
LP002054,Male,Yes,2,Not Graduate,No,,360,1,Rural,Y,620,Military/Government/Technical,Yuan Renminbi,Heathcote LLC,358,Consumer Electronics/Appliances,Military/Government/Technical,Yuan Renminbi
LP002055,Female,No,0,Graduate,No,132,360,,Rural,Y,580,n/a,Yuan Renminbi,Kihn-Kuvalis,551,Restaurants,n/a,Yuan Renminbi
LP002065,Male,Yes,3+,Graduate,No,300,360,1,Rural,Y,530,Engineering & Construction,Ouguiya,Bode Group,566,Biotechnology: Biological Products (No Diagnostic Substances),Engineering & Construction,Ouguiya
LP002067,Male,Yes,1,Graduate,Yes,376,360,0,Rural,N,570,Major Pharmaceuticals,Bolivar,Witting-Koelpin,683,Books,Major Pharmaceuticals,Bolivar
LP002068,Male,No,0,Graduate,No,130,360,0,Rural,Y,640,EDP Services,Dinar,Wintheiser-Wisoky,470,Major Banks,EDP Services,Dinar
LP002082,Male,Yes,0,Graduate,Yes,184,360,1,Semiurban,Y,690,Medical/Dental Instruments,Koruna,"Gerhold, Ward and Macejkovic",335,n/a,Medical/Dental Instruments,Koruna
LP002086,Female,Yes,0,Graduate,No,110,360,1,Urban,N,740,n/a,Guarani,Kunde Inc,335,Semiconductors,n/a,Guarani
LP002087,Female,No,0,Graduate,No,67,360,1,Urban,Y,790,Apparel,Lek,"Beahan, Zieme and Weber",459,Business Services,Apparel,Lek
LP002097,Male,No,1,Graduate,No,117,360,1,Urban,Y,830,Industrial Machinery/Components,Real,Weber-Schinner,479,Business Services,Industrial Machinery/Components,Real
LP002098,Male,No,0,Graduate,No,98,360,1,Semiurban,Y,870,Real Estate Investment Trusts,Yuan Renminbi,Mayer Group,614,n/a,Real Estate Investment Trusts,Yuan Renminbi
LP002100,Male,No,,Graduate,No,71,360,1,Urban,Y,300,n/a,Euro,"Mayer, Kovacek and Waelchi",443,Major Pharmaceuticals,n/a,Euro
LP002101,Male,Yes,0,Graduate,,490,180,1,Urban,Y,350,Major Banks,Rupiah,Ruecker-Nienow,522,Industrial Machinery/Components,Major Banks,Rupiah
LP002103,,Yes,1,Graduate,Yes,182,180,1,Urban,Y,400,Property-Casualty Insurers,Dollar,Yundt-Legros,458,Textiles,Property-Casualty Insurers,Dollar
LP002106,Male,Yes,,Graduate,Yes,70,,1,Semiurban,Y,450,Investment Bankers/Brokers/Service,Rial,"Jacobson, Strosin and Bruen",319,Major Pharmaceuticals,Investment Bankers/Brokers/Service,Rial
LP002110,Male,Yes,1,Graduate,,160,360,1,Rural,Y,500,Semiconductors,Euro,Huels-Walter,300,n/a,Semiconductors,Euro
LP002112,Male,Yes,2,Graduate,Yes,176,360,1,Rural,Y,550,Computer Software: Prepackaged Software,Franc,"Dibbert, Rowe and Glover",588,n/a,Computer Software: Prepackaged Software,Franc
LP002113,Female,No,3+,Not Graduate,No,,360,0,Urban,N,600,Oil & Gas Production,Euro,Simonis Group,465,Restaurants,Oil & Gas Production,Euro
LP002114,Female,No,0,Graduate,No,71,360,1,Semiurban,Y,650,Biotechnology: Commercial Physical & Biological Resarch,Rand,Huel-Hyatt,744,Major Pharmaceuticals,Biotechnology: Commercial Physical & Biological Resarch,Rand
LP002115,Male,Yes,3+,Not Graduate,No,173,360,1,Rural,N,700,Steel/Iron Ore,Euro,Tillman-Dare,305,Business Services,Steel/Iron Ore,Euro
LP002116,Female,No,0,Graduate,No,46,360,1,Rural,N,750,Real Estate Investment Trusts,Dollar,"Lueilwitz, Heathcote and Dickens",419,n/a,Real Estate Investment Trusts,Dollar
LP002119,Male,Yes,1,Not Graduate,No,158,360,1,Urban,Y,800,n/a,Peso,"Trantow, Kovacek and Lehner",769,EDP Services,n/a,Peso
LP002126,Male,Yes,3+,Not Graduate,No,74,360,1,Semiurban,Y,640,Major Banks,Ruble,"Balistreri, Halvorson and Kilback",401,n/a,Major Banks,Ruble
LP002128,Male,Yes,2,Graduate,,125,360,1,Rural,Y,690,n/a,Yuan Renminbi,Hermann and Sons,804,Metal Fabrications,n/a,Yuan Renminbi
LP002129,Male,Yes,0,Graduate,No,160,360,1,Semiurban,Y,740,n/a,Yuan Renminbi,Ferry Inc,438,Industrial Machinery/Components,n/a,Yuan Renminbi
LP002130,Male,Yes,,Not Graduate,No,152,360,0,Rural,N,790,Major Pharmaceuticals,Euro,"Mann, Rowe and Kub",530,Property-Casualty Insurers,Major Pharmaceuticals,Euro
LP002131,Male,Yes,2,Not Graduate,No,126,360,1,Urban,Y,830,Department/Specialty Retail Stores,Euro,Tremblay LLC,458,Major Pharmaceuticals,Department/Specialty Retail Stores,Euro
LP002137,Male,Yes,0,Graduate,No,259,360,,Semiurban,Y,870,n/a,Yuan Renminbi,Mills LLC,699,n/a,n/a,Yuan Renminbi
LP002138,Male,Yes,0,Graduate,No,187,360,1,Rural,Y,500,Other Consumer Services,Real,Kohler-Will,920,Packaged Foods,Other Consumer Services,Real
LP002139,Male,Yes,0,Graduate,No,228,360,1,Semiurban,Y,550,Commercial Banks,Hryvnia,"Schumm, Konopelski and Turner",398,n/a,Commercial Banks,Hryvnia
LP002140,Male,No,0,Graduate,No,308,360,1,Rural,N,600,Telecommunications Equipment,Rupiah,Rodriguez and Sons,802,Restaurants,Telecommunications Equipment,Rupiah
LP002141,Male,Yes,3+,Graduate,No,95,360,1,Rural,Y,650,Military/Government/Technical,Euro,"Rippin, Quigley and Lakin",600,Major Chemicals,Military/Government/Technical,Euro
LP002142,Female,Yes,0,Graduate,Yes,105,360,0,Rural,N,700,Coal Mining,Sol,Batz-Trantow,372,Real Estate,Coal Mining,Sol
LP002143,Female,Yes,0,Graduate,No,130,360,1,Semiurban,Y,750,Building Materials,Yuan Renminbi,Jones Inc,648,Major Banks,Building Materials,Yuan Renminbi
LP002144,Female,No,,Graduate,No,116,180,1,Urban,Y,800,Major Pharmaceuticals,Rupiah,Howell Group,661,Multi-Sector Companies,Major Pharmaceuticals,Rupiah
LP002149,Male,Yes,2,Graduate,No,165,360,1,Rural,Y,850,n/a,Ariary,Effertz-Graham,630,n/a,n/a,Ariary
LP002151,Male,Yes,1,Graduate,No,67,360,1,Urban,N,780,EDP Services,Yuan Renminbi,"Hoppe, Kassulke and O'Conner",689,n/a,EDP Services,Yuan Renminbi
LP002158,Male,Yes,0,Not Graduate,No,100,480,0,Urban,N,620,Computer Software: Prepackaged Software,Kuna,Yost-Mohr,761,n/a,Computer Software: Prepackaged Software,Kuna
LP002160,Male,Yes,3+,Graduate,No,200,360,1,Semiurban,Y,580,Environmental Services,Yuan Renminbi,Skiles Group,574,n/a,Environmental Services,Yuan Renminbi
LP002161,Female,No,1,Graduate,No,81,360,1,Semiurban,N,530,Industrial Machinery/Components,Dollar,Gottlieb-Kuhlman,813,Real Estate Investment Trusts,Industrial Machinery/Components,Dollar
LP002170,Male,Yes,2,Graduate,No,236,360,1,Semiurban,Y,651,n/a,Rupiah,Morar and Sons,615,Industrial Specialties,n/a,Rupiah
LP002175,Male,Yes,0,Graduate,No,130,360,1,Urban,Y,701,n/a,Yuan Renminbi,Wunsch Inc,594,n/a,n/a,Yuan Renminbi
LP002178,Male,Yes,0,Graduate,No,95,300,,Urban,Y,350,Metal Fabrications,Real,Hickle-Schamberger,498,RETAIL: Building Materials,Metal Fabrications,Real
LP002180,Male,No,0,Graduate,Yes,141,360,1,Rural,Y,400,Finance: Consumer Services,Real,Abernathy Inc,669,Oil & Gas Production,Finance: Consumer Services,Real
LP002181,Male,No,0,Not Graduate,No,133,360,1,Rural,N,450,n/a,Rial,Streich-Batz,307,Property-Casualty Insurers,n/a,Rial
LP002187,Male,No,0,Graduate,No,96,480,1,Semiurban,N,500,Electrical Products,Rupiah,Ledner LLC,515,Commercial Banks,Electrical Products,Rupiah
LP002188,Male,No,0,Graduate,No,124,,0,Rural,N,550,n/a,Yuan Renminbi,Gorczany-Hagenes,367,n/a,n/a,Yuan Renminbi
LP002190,Male,Yes,1,Graduate,No,175,360,1,Semiurban,Y,750,Real Estate Investment Trusts,Yuan Renminbi,Pollich and Sons,665,Business Services,Real Estate Investment Trusts,Yuan Renminbi
LP002191,Male,Yes,0,Graduate,No,570,360,1,Rural,N,800,Property-Casualty Insurers,Zloty,Parisian LLC,571,Oil & Gas Production,Property-Casualty Insurers,Zloty
LP002194,Female,No,0,Graduate,Yes,55,360,1,Semiurban,Y,850,Air Freight/Delivery Services,Zloty,Russel-Miller,390,Medical Specialities,Air Freight/Delivery Services,Zloty
LP002197,Male,Yes,2,Graduate,No,155,360,1,Semiurban,Y,780,Commercial Banks,Real,Collier Inc,494,Real Estate Investment Trusts,Commercial Banks,Real
LP002201,Male,Yes,2,Graduate,Yes,380,300,1,Rural,Y,620,Telecommunications Equipment,Lek,Monahan-Blanda,401,Business Services,Telecommunications Equipment,Lek
LP002205,Male,No,1,Graduate,No,111,180,0,Urban,N,580,Major Banks,Zloty,"Moen, Schultz and Bernhard",941,Semiconductors,Major Banks,Zloty
LP002209,Female,No,0,Graduate,,110,360,1,Urban,Y,530,Real Estate Investment Trusts,Dollar,Corkery Group,790,Industrial Machinery/Components,Real Estate Investment Trusts,Dollar
LP002211,Male,Yes,0,Graduate,No,120,180,1,Urban,Y,570,Major Banks,Ringgit,O'Keefe-Gutmann,663,Major Pharmaceuticals,Major Banks,Ringgit
LP002219,Male,Yes,3+,Graduate,No,130,360,1,Rural,Y,640,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Ruble,Okuneva and Sons,860,n/a,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Ruble
LP002223,Male,Yes,0,Graduate,No,130,360,,Semiurban,Y,690,n/a,Rupiah,O'Kon Inc,657,Business Services,n/a,Rupiah
LP002224,Male,No,0,Graduate,No,71,480,1,Urban,N,740,n/a,Euro,Labadie-Ondricka,451,n/a,n/a,Euro
LP002225,Male,Yes,2,Graduate,No,130,360,1,Urban,Y,790,Property-Casualty Insurers,Real,"Schoen, Botsford and Harvey",898,EDP Services,Property-Casualty Insurers,Real
LP002226,Male,Yes,0,Graduate,,128,360,1,Semiurban,Y,830,n/a,Yuan Renminbi,Walker and Sons,372,n/a,n/a,Yuan Renminbi
LP002229,Male,No,0,Graduate,No,296,360,1,Semiurban,Y,870,n/a,Shekel,Effertz-Flatley,419,n/a,n/a,Shekel
LP002231,Female,No,0,Graduate,No,156,360,1,Urban,Y,300,Finance: Consumer Services,Yuan Renminbi,"Hartmann, Yundt and Lind",787,Natural Gas Distribution,Finance: Consumer Services,Yuan Renminbi
LP002234,Male,No,0,Graduate,Yes,128,360,1,Urban,Y,350,Food Distributors,Real,Dibbert-Flatley,375,Industrial Specialties,Food Distributors,Real
LP002236,Male,Yes,2,Graduate,No,100,360,1,Urban,N,530,Business Services,Yuan Renminbi,Marvin-Reilly,550,Package Goods/Cosmetics,Business Services,Yuan Renminbi
LP002237,Male,No,1,Graduate,,113,180,1,Urban,Y,651,Real Estate Investment Trusts,Yen,D'Amore-Windler,761,n/a,Real Estate Investment Trusts,Yen
LP002239,Male,No,0,Not Graduate,No,132,360,1,Semiurban,Y,701,Oil & Gas Production,Shekel,"MacGyver, Cartwright and Nienow",360,Computer peripheral equipment,Oil & Gas Production,Shekel
LP002243,Male,Yes,0,Not Graduate,No,,360,0,Urban,N,450,Department/Specialty Retail Stores,Real,Renner-Howell,949,Computer Software: Prepackaged Software,Department/Specialty Retail Stores,Real
LP002244,Male,Yes,0,Graduate,No,136,360,1,Urban,Y,500,Major Banks,Hryvnia,Kub Inc,699,Marine Transportation,Major Banks,Hryvnia
LP002250,Male,Yes,0,Graduate,No,125,360,1,Rural,Y,550,n/a,Sol,Parisian-Grant,317,n/a,n/a,Sol
LP002255,Male,No,3+,Graduate,No,185,360,1,Rural,Y,750,n/a,Yuan Renminbi,"Blanda, Hand and Grant",722,Oil & Gas Production,n/a,Yuan Renminbi
LP002262,Male,Yes,3+,Graduate,No,275,360,1,Rural,Y,800,Oil & Gas Production,Yuan Renminbi,Wilkinson-Kemmer,686,n/a,Oil & Gas Production,Yuan Renminbi
LP002263,Male,Yes,0,Graduate,No,120,360,,Urban,Y,850,Other Consumer Services,Rupiah,Bartoletti Group,361,Apparel,Other Consumer Services,Rupiah
LP002265,Male,Yes,2,Not Graduate,No,113,180,1,Semiurban,Y,780,n/a,Real,Franecki-Ritchie,562,Commercial Banks,n/a,Real
LP002266,Male,Yes,2,Graduate,No,113,360,1,Urban,Y,620,Oil Refining/Marketing,Sol,Collier Inc,705,n/a,Oil Refining/Marketing,Sol
LP002272,Male,Yes,2,Graduate,No,135,360,,Semiurban,Y,580,Oil & Gas Production,Ruble,"Mueller, Crist and Von",312,n/a,Oil & Gas Production,Ruble
LP002277,Female,No,0,Graduate,No,71,360,0,Urban,N,530,EDP Services,Peso,"Kutch, Kiehn and Greenfelder",902,Telecommunications Equipment,EDP Services,Peso
LP002281,Male,Yes,0,Graduate,No,95,360,1,Urban,Y,570,Industrial Machinery/Components,Yuan Renminbi,Bahringer-Reinger,564,Biotechnology: Biological Products (No Diagnostic Substances),Industrial Machinery/Components,Yuan Renminbi
LP002284,Male,No,0,Not Graduate,No,109,360,1,Rural,Y,640,Telecommunications Equipment,Gourde,Mosciski Group,564,Movies/Entertainment,Telecommunications Equipment,Gourde
LP002287,Female,No,0,Graduate,No,103,360,0,Semiurban,N,690,Consumer Specialties,Yen,Rempel LLC,305,Military/Government/Technical,Consumer Specialties,Yen
LP002288,Male,Yes,2,Not Graduate,No,45,180,0,Urban,N,740,Major Banks,Rupiah,"Corkery, Cummings and Hilll",636,Agricultural Chemicals,Major Banks,Rupiah
LP002296,Male,No,0,Not Graduate,No,65,300,1,Rural,N,401,Building Products,Peso,Fisher-Gutkowski,672,n/a,Building Products,Peso
LP002297,Male,No,0,Graduate,No,103,360,1,Semiurban,Y,451,Property-Casualty Insurers,Ruble,King-Koss,724,n/a,Property-Casualty Insurers,Ruble
LP002300,Female,No,0,Not Graduate,No,53,360,1,Semiurban,Y,501,Medical Specialities,Rupiah,Schuppe-Kertzmann,356,n/a,Medical Specialities,Rupiah
LP002301,Female,No,0,Graduate,Yes,194,360,1,Rural,N,551,Biotechnology: Commercial Physical & Biological Resarch,Peso,Feeney and Sons,680,Textiles,Biotechnology: Commercial Physical & Biological Resarch,Peso
LP002305,Female,No,0,Graduate,No,115,360,1,Semiurban,Y,350,Water Supply,Zloty,"Kertzmann, Pfannerstill and Nienow",332,Medical/Nursing Services,Water Supply,Zloty
LP002308,Male,Yes,0,Not Graduate,No,115,360,1,Urban,Y,400,Industrial Machinery/Components,Dollar,"Legros, Beier and Stanton",770,Major Pharmaceuticals,Industrial Machinery/Components,Dollar
LP002314,Female,No,0,Not Graduate,No,66,360,1,Rural,Y,450,Biotechnology: Laboratory Analytical Instruments,Euro,Pacocha-Waelchi,787,n/a,Biotechnology: Laboratory Analytical Instruments,Euro
LP002315,Male,Yes,1,Graduate,No,152,300,0,Semiurban,N,500,Advertising,Yuan Renminbi,Haley-Maggio,426,Hospital/Nursing Management,Advertising,Yuan Renminbi
LP002317,Male,Yes,3+,Graduate,No,360,360,0,Rural,N,550,Packaged Foods,Rupiah,Kris-Stamm,342,n/a,Packaged Foods,Rupiah
LP002318,Female,No,1,Not Graduate,Yes,62,360,1,Semiurban,N,600,Property-Casualty Insurers,Krona,"Auer, Rutherford and Huels",690,Packaged Foods,Property-Casualty Insurers,Krona
LP002319,Male,Yes,0,Graduate,,160,360,,Urban,Y,351,Specialty Chemicals,Zloty,"Wilderman, Huel and Corkery",673,Telecommunications Equipment,Specialty Chemicals,Zloty
LP002328,Male,Yes,0,Not Graduate,No,218,360,0,Rural,N,401,Real Estate Investment Trusts,Sol,"Raynor, West and Mann",837,Military/Government/Technical,Real Estate Investment Trusts,Sol
LP002332,Male,Yes,0,Not Graduate,No,110,360,1,Rural,Y,451,n/a,Rupiah,Heller-Terry,598,Professional Services,n/a,Rupiah
LP002335,Female,Yes,0,Not Graduate,No,178,360,0,Semiurban,N,501,Computer Software: Prepackaged Software,Yuan Renminbi,Rosenbaum-Hoeger,433,n/a,Computer Software: Prepackaged Software,Yuan Renminbi
LP002337,Female,No,0,Graduate,No,60,360,1,Urban,Y,551,Semiconductors,Yen,Von-McDermott,947,Natural Gas Distribution,Semiconductors,Yen
LP002341,Female,No,1,Graduate,No,160,360,1,Urban,N,601,n/a,Euro,Ledner LLC,499,Homebuilding,n/a,Euro
LP002342,Male,Yes,2,Graduate,Yes,239,360,1,Urban,N,651,Forest Products,Peso,Zulauf Group,550,Business Services,Forest Products,Peso
LP002345,Male,Yes,0,Graduate,No,112,360,1,Rural,Y,701,Electric Utilities: Central,Euro,Padberg-Waters,327,Industrial Specialties,Electric Utilities: Central,Euro
LP002347,Male,Yes,0,Graduate,No,138,360,1,Semiurban,Y,751,Transportation Services,Rupiah,"Roberts, Wisozk and Stanton",870,Electric Utilities: Central,Transportation Services,Rupiah
LP002348,Male,Yes,0,Graduate,No,138,360,1,Rural,Y,801,Publishing,Peso,"Dickinson, Cremin and Osinski",793,Other Consumer Services,Publishing,Peso
LP002357,Female,No,0,Not Graduate,No,80,,0,Urban,N,301,Banks,Rial,Hegmann-Kris,696,Major Pharmaceuticals,Banks,Rial
LP002361,Male,Yes,0,Graduate,No,100,360,1,Urban,Y,351,Business Services,Peso,Schinner LLC,761,Major Banks,Business Services,Peso
LP002362,Male,Yes,1,Graduate,No,110,,0,Urban,N,401,n/a,Yuan Renminbi,"Schinner, Beahan and Witting",851,Television Services,n/a,Yuan Renminbi
LP002364,Male,Yes,0,Graduate,No,96,360,1,Semiurban,Y,451,Books,Ruble,Batz and Sons,929,Telecommunications Equipment,Books,Ruble
LP002366,Male,Yes,0,Graduate,No,121,360,1,Rural,Y,501,Power Generation,Euro,"Crist, Tillman and Keebler",680,Medical Specialities,Power Generation,Euro
LP002367,Female,No,1,Not Graduate,No,81,360,1,Rural,N,551,Electrical Products,Rupiah,"Waters, Cole and Schamberger",570,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Electrical Products,Rupiah
LP002368,Male,Yes,2,Graduate,No,133,360,1,Semiurban,Y,350,Hospital/Nursing Management,Euro,Luettgen and Sons,795,n/a,Hospital/Nursing Management,Euro
LP002369,Male,Yes,0,Graduate,No,87,360,1,Rural,Y,400,Major Pharmaceuticals,Baht,"Bradtke, O'Conner and Keebler",822,n/a,Major Pharmaceuticals,Baht
LP002370,Male,No,0,Not Graduate,No,60,180,1,Urban,Y,450,Major Banks,Krone,Bahringer-Lowe,379,EDP Services,Major Banks,Krone
LP002377,Female,No,1,Graduate,Yes,150,360,1,Semiurban,Y,500,Major Banks,Ruble,Abbott Group,346,Power Generation,Major Banks,Ruble
LP002379,Male,No,0,Graduate,No,105,360,0,Rural,N,550,Real Estate Investment Trusts,Yuan Renminbi,Hermiston-Rippin,907,Industrial Machinery/Components,Real Estate Investment Trusts,Yuan Renminbi
LP002386,Male,No,0,Graduate,,405,360,1,Semiurban,Y,600,Railroads,Peso,"Parker, Romaguera and Nikolaus",946,Integrated oil Companies,Railroads,Peso
LP002387,Male,Yes,0,Graduate,No,143,360,1,Semiurban,Y,351,Banks,Rupiah,Effertz-Schumm,946,Computer Software: Prepackaged Software,Banks,Rupiah
LP002390,Male,No,0,Graduate,No,100,360,1,Urban,Y,401,Major Pharmaceuticals,Rupiah,Sanford-Franecki,619,Major Pharmaceuticals,Major Pharmaceuticals,Rupiah
LP002393,Female,,,Graduate,No,,240,1,Semiurban,Y,451,Investment Managers,Yuan Renminbi,Wehner Inc,397,Major Pharmaceuticals,Investment Managers,Yuan Renminbi
LP002398,Male,No,0,Graduate,No,50,360,1,Semiurban,Y,501,Oil & Gas Production,Euro,Bergstrom-Lockman,302,n/a,Oil & Gas Production,Euro
LP002401,Male,Yes,0,Graduate,No,,360,1,Urban,Y,551,Semiconductors,Hryvnia,Jerde-Gerhold,391,Real Estate Investment Trusts,Semiconductors,Hryvnia
LP002403,Male,No,0,Graduate,Yes,187,360,0,Urban,N,601,Life Insurance,Somoni,Reichel-Doyle,925,n/a,Life Insurance,Somoni
LP002407,Female,Yes,0,Not Graduate,Yes,138,360,1,Rural,Y,651,Real Estate Investment Trusts,Koruna,Kiehn Inc,699,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Real Estate Investment Trusts,Koruna
LP002408,Male,No,0,Graduate,No,187,360,1,Semiurban,Y,701,Telecommunications Equipment,Rial,Dibbert LLC,363,Apparel,Telecommunications Equipment,Rial
LP002409,Male,Yes,0,Graduate,No,180,360,1,Rural,Y,350,Real Estate Investment Trusts,Dollar,Williamson Group,542,Major Pharmaceuticals,Real Estate Investment Trusts,Dollar
LP002418,Male,No,3+,Not Graduate,No,148,360,1,Semiurban,Y,400,Recreational Products/Toys,Yuan Renminbi,Schimmel LLC,950,Major Pharmaceuticals,Recreational Products/Toys,Yuan Renminbi
LP002422,Male,No,1,Graduate,No,152,360,1,Semiurban,Y,450,Telecommunications Equipment,Euro,Gorczany-Schiller,423,Oilfield Services/Equipment,Telecommunications Equipment,Euro
LP002424,Male,Yes,0,Graduate,No,175,300,,Rural,Y,500,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Euro,Kunde-Crooks,911,n/a,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Euro
LP002429,Male,Yes,1,Graduate,Yes,130,360,1,Rural,Y,550,Major Pharmaceuticals,Won,Bashirian-Roob,344,Marine Transportation,Major Pharmaceuticals,Won
LP002434,Male,Yes,2,Not Graduate,No,110,360,1,Rural,Y,600,Natural Gas Distribution,Peso,Kutch Inc,516,n/a,Natural Gas Distribution,Peso
LP002435,Male,Yes,0,Graduate,,55,360,1,Rural,N,650,Real Estate Investment Trusts,Real,Schamberger-Bahringer,919,n/a,Real Estate Investment Trusts,Real
LP002443,Male,Yes,2,Graduate,No,150,360,0,Rural,N,700,n/a,Rupiah,Fay Group,620,Oilfield Services/Equipment,n/a,Rupiah
LP002444,Male,No,1,Not Graduate,Yes,190,360,,Semiurban,N,750,Finance: Consumer Services,Rupiah,Crona Inc,545,n/a,Finance: Consumer Services,Rupiah
LP002446,Male,Yes,2,Not Graduate,No,125,360,0,Rural,N,800,Telecommunications Equipment,Yuan Renminbi,Thiel-Braun,436,n/a,Telecommunications Equipment,Yuan Renminbi
LP002447,Male,Yes,2,Not Graduate,No,60,300,,Urban,Y,850,Oil & Gas Production,Won,Goldner Group,772,Restaurants,Oil & Gas Production,Won
LP002448,Male,Yes,0,Graduate,No,149,360,0,Rural,N,780,Major Banks,Peso,Hegmann and Sons,525,Metal Fabrications,Major Banks,Peso
LP002449,Male,Yes,0,Graduate,No,90,180,0,Rural,Y,620,Marine Transportation,Zloty,Greenholt-Fay,572,Semiconductors,Marine Transportation,Zloty
LP002453,Male,No,0,Graduate,Yes,84,360,1,Semiurban,Y,580,Finance: Consumer Services,Euro,Howe and Sons,370,Clothing/Shoe/Accessory Stores,Finance: Consumer Services,Euro
LP002455,Male,Yes,2,Graduate,No,96,360,1,Semiurban,Y,530,Home Furnishings,Lev,"Schmitt, Weissnat and Altenwerth",782,n/a,Home Furnishings,Lev
LP002459,Male,Yes,0,Graduate,No,118,360,1,Urban,Y,570,Business Services,Ruble,Wiza-Greenholt,576,n/a,Business Services,Ruble
LP002467,Male,Yes,0,Graduate,No,173,360,1,Urban,N,640,Savings Institutions,Yuan Renminbi,Johnson-Swaniawski,874,n/a,Savings Institutions,Yuan Renminbi
LP002472,Male,No,2,Graduate,No,136,360,1,Rural,Y,690,Savings Institutions,Euro,"Lang, Kuhlman and Auer",910,Property-Casualty Insurers,Savings Institutions,Euro
LP002473,Male,Yes,0,Graduate,No,160,360,1,Semiurban,N,740,Real Estate Investment Trusts,Euro,Shields Group,539,Business Services,Real Estate Investment Trusts,Euro
LP002478,,Yes,0,Graduate,Yes,160,360,,Semiurban,Y,790,Major Chemicals,Tugrik,Schneider-Graham,307,n/a,Major Chemicals,Tugrik
LP002484,Male,Yes,3+,Graduate,No,128,180,1,Urban,Y,830,Oil & Gas Production,Real,Schmitt Inc,628,Other Consumer Services,Oil & Gas Production,Real
LP002487,Male,Yes,0,Graduate,No,153,360,1,Rural,Y,870,n/a,Euro,"Ondricka, Deckow and Donnelly",662,n/a,n/a,Euro
LP002489,Female,No,1,Not Graduate,,132,360,1,Semiurban,Y,500,Oil & Gas Production,Rupiah,Kuhic LLC,828,Major Pharmaceuticals,Oil & Gas Production,Rupiah
LP002493,Male,No,0,Graduate,No,98,360,0,Semiurban,N,550,Military/Government/Technical,Yuan Renminbi,Torphy-Raynor,440,n/a,Military/Government/Technical,Yuan Renminbi
LP002494,Male,No,0,Graduate,No,140,360,1,Rural,Y,600,n/a,Sol,Brown Inc,503,n/a,n/a,Sol
LP002500,Male,Yes,3+,Not Graduate,No,70,180,0,Urban,N,650,n/a,Yen,Ward and Sons,831,Medical Specialities,n/a,Yen
LP002501,,Yes,0,Graduate,No,110,360,1,Semiurban,Y,700,n/a,Yuan Renminbi,Huel Group,671,Food Chains,n/a,Yuan Renminbi
LP002502,Female,Yes,2,Not Graduate,,98,360,1,Semiurban,Y,750,Life Insurance,Franc,O'Keefe Group,727,Major Banks,Life Insurance,Franc
LP002505,Male,Yes,0,Graduate,No,110,360,1,Urban,N,800,Ophthalmic Goods,Real,"Farrell, Nitzsche and Hoeger",830,Semiconductors,Ophthalmic Goods,Real
LP002515,Male,Yes,1,Graduate,Yes,162,360,1,Semiurban,Y,850,Telecommunications Equipment,Real,"Ortiz, Volkman and Greenholt",885,n/a,Telecommunications Equipment,Real
LP002517,Male,Yes,1,Not Graduate,No,113,180,0,Rural,N,780,Finance: Consumer Services,Euro,Ondricka Inc,688,n/a,Finance: Consumer Services,Euro
